"Video URL","User Channel URL","User Name","Comment Text","Number of Likes","Number of Replies","Comment Time","Replies"
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@mariamarthaperezure%C3%B1a","@mariamarthaperezureña","Increíble lugar, Juan le felicito, no cualquiera va, su enfoque humano y respetuoso le abre las puertas para traernos esta experiencia  cultural ❤❤❤","5","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@miperritoatlas330","@miperritoatlas330","Que video tan fuerte, muchas gracias por compartir está realidad que no conocía Juan 
Dios te bendiga 🙏","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Serendipia-z1n","@Serendipia-z1n","Es curioso:
Allá en ese lugar.. ( por lo ritual) parece que  la vida VALE MUCHO.. pero igualmente parece NO VALER NADA..)
 Sin tantos ritos..oraciones y muestras de dolor ...(como es por acá por éstos lados)) ..el difunto va la hoguera pública..como si nada ...o tirado al río como si nada.
!IMPACTANTE!","5","2","2 days ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@mr_mouns","@mr_mouns","Magestuoso Documental hermano, cada vídeo es realmente placentero verlo por el contenido y la forma de explicar y mostrar la realidad en los mismos y  cada lugar al que vas. Muchas Gracias por hacernos llegar esa vida de cada lugar juntos con cultura, tradiciones y demás cosas que los representa !! 
Bendiciones Juan… excelente trabajo 👊😉","1","0","15 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@LADYCAROLINAACOSTANUNPAQUE","@LADYCAROLINAACOSTANUNPAQUE","ESA VIDA NO SE DEBE NORMALIZAR.","7","3","2 days ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@miguelangelramirez5006","@miguelangelramirez5006","El que viene se pega severo viaje con Juan, reportense a quienes les pasa?","5","1","2 days ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@vintagemarket2749","@vintagemarket2749","Mira Juan que ver esto me causó angustia. Este Distrito de Varanasi con casi 4 millones de habitantes. País más poblado del mundo y 1,437 millones de habitantes.  Impresionada por tu valentía Juan de ilustrarnos arriesgando tu vida y salud. Gracias amigo. Se te quiere desde Guatemala. Ana. 😮","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@griseldagonzalezbarwis1907","@griseldagonzalezbarwis1907","Impresionantes imágenes planeta 🌎🌍 Juan, como mencionas en tu vídeo 📹 "" no es para todos""  la religiosidad creencia , y la  espiritualidad de como incineran   los  muertos en la india me sorprendió mucho  como lo  hacen al aire libre. Juan mis respetos por compartir tan difícil experiencia.","1","0","6 minutes ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@marisolperalta9841","@marisolperalta9841","❗❗❗❗ aquí se ve plasmada ......... En carne viva la MISERIA MENTAL Y ESPIRITUAL DE LOS SERES HUMANOS, ESTO NO SE TRATA DE CREENCIAS O RELIGIÓN SOLAMENTE...... SINO........ DE LA GRAN IGNORANCIA QUE PUEDE TENER UNA CULTURA, MUY LEJOS DE LO RACIONAL ......❗❗❗❗ MOSTRUOSO ES EL PAIS DE LA INDIA......❗❗❗MUGRE, BASURA,  MISERIA..........AHI COMEN , CAGAN, MEAN, DUERMEN.......... IMPOSIBLE ENTENDER DONDE HAY ESPIRITUALIDAD EN ESE VIVIR DIARIO..... NI HABLAR DE LA CONTAMINACIÓN ❗🤷🤦🤦🤦🤦🤦🤦","21","3","2 days ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@brasteves","@brasteves","No sé, pero ese río se ve mucho más limpio que el Río Bogotá","6","1","2 days ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@davidsolano2423","@davidsolano2423","Ahora entiendo, la gente va a morir allá para no volver a reencarnar y tener la mala suerte de volver a nacer en la India.","8","0","2 days ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@luzdarycastano8515","@luzdarycastano8515","gracias Juan, por tanta información tan valiosa, ya había visto un documental parecido, pero que tú te hayas ido hasta allá y mostrar todo éso así de primera mano,no tiene precio, porque estás arriesgado hasta la salud, por por tanta evidencia, noj...es muy fuerte en todo sentido para mí, que te sigo siempre...uff, cuídate....un súper abrazo si lo permites...te mereces no sé qué premio. saludos desde Colombia...😊🇨🇴🇨🇴🇨🇴🙏🏽🙏🏽🙏🏽🙏🏽👍👏👏👏👏👏 gracias mil","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@mariateresacortesgutierrez1935","@mariateresacortesgutierrez1935","Juan, buen día.
Muy interesante lo que nos muestras.
Te felicito por el respeto con el que
hablas. ¡Gracias!","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Nebur-xx5xw","@Nebur-xx5xw","Luego nos llaman terroristas climáticos a los Europeos por ir a trabajar con un coche diesel en este minúsculo continente..es alucinante...solo 1 dia la India contamina mas que 365 Europa entera...como nos engañan","6","0","1 day ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Sahy-q5n","@Sahy-q5n","Te admiro por lo que haces, hasta el punto de arriesgar tu salud. Agradesco cada día por mi vida , Gracias Juan ❤","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@gabrielagarrido3361","@gabrielagarrido3361","Pues mira querido Juan admiro como, veas lo que veas,  huelas lo que huelas,  pises lo que pises, no haces ninguna expresión de desagrado. Actúas con respeto hacia las personas,  los lugares y las costumbres, eso habla muy bien de tí y de tu escala de valores morales. 
Eres una persona sencilla,  bonita. 
Recibe un abrazo fraterno desde la Cd. de México. 
Seguiré viajando junto a tí  con cada uno de tus videos,  siempre interesantes. 
Beso.","1","0","13 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@SuperAndrea1998","@SuperAndrea1998","Gracias por enseñarnos esta cultura, igual me gusta que vean la muerte como liberación 🫶🏻 se que es mas profundo que sólo la palabra, muy interesante perspectiva,  saludos desde Chile 🇨🇱 Juan ,amo tus vídeos. Cada día mejores.","2","0","1 day ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Lili-ic2bw","@Lili-ic2bw","Hola Juan que increíble eres ...de verdad admiro tu templanza ante estás realidades y costumbres que no son tan ajenas y hasta a veces incomprensibles .Te mando un abrazo 🤎","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@smal58","@smal58","Otro excelente video... con una mira seria y respetuosa de tantas cosas que no comprendemos pero que existen, y que gracias a ti la vemos más cerca.  Mis respetos para ti como persona con empatía, tolerancia y real consideración para con otras culturas... saludos desde Venezuela.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@KittyLopez-hz2cg","@KittyLopez-hz2cg","Laboro para una funeraria, y la reverencia tanto para el difunto, como para la familia es fundamental. Excelente video Juan y grácias por demostrar ese respeto hacia esas personas que realizan su ritual hacia sus difuntos de la manera en la que su cultura lo permite.
Saludos desde Puerto Rico.","1","0","1 day ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@marlensierra2829","@marlensierra2829","Querido Juan  Personalmente  Eres Un Orgullo Colombiano   Arriesgado   Valiente  Fuerte Y Respetuoso Con Ésta Cultura Lo Cual  Para Muchos De Nosotros Sería Desagradable  Mis Respetos Absolutamente Para Ti  Cuídate   Dios Te Bendiga Siempre 🙏🙏🙏🙏","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@MejiaRoberto11","@MejiaRoberto11","Viendo esos vídeose me hacen agradecer a Dios por haber nacido en Latinoamérica en Colombia y en mi Cartagena de Indias Costa Caribe no me vuelvo a quejar más nunca en mi vida gracias Juan por esos vídeos.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@AngeloDavid77","@AngeloDavid77","Tremendo hermano, esa percepcion del mundo, sinceramente no podemos dejar que nos consuma el EGO, esto de aqui muestra en crudo lo hunildes que debemos ser en nuestras vidas! valiente Juancho! dios te bendiga.","1","0","11 minutes ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@ArelisCardenas-du4ow","@ArelisCardenas-du4ow","Hola Juan te sigo hace tiempo y cada dia te admiro mas ,este es el video mas sorprendente q he visto eres muy profesional y tienes mucho valor en visitar estos lugares tan crudos y contaminados que pueden afectar tu salud ,convertirte en uno mas entre ellos ,caminar descals por ese lugar ,respurar ese aire contaminado te hace unicooooo,cuisate","1","1","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@AlbertoSerna-lv7ot","@AlbertoSerna-lv7ot","Felicidades por esos videos que mas que videos es un mini documental . Muy impactante. Gracias Juan. Saludes a la abuela","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@elizabethserrano8323","@elizabethserrano8323","Su respeto y la seriedad conque expresa la cultura de estos países, es lo k lo hace tan especial a usted, verdaderamente k es un placer ver y conocer muchos países por medio de su canal, felicitaciones Juan y k Dios lo bendiga siempre 😊🙏🏽","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@cecee854","@cecee854","Desde Panamá 🇵🇦 mis respetos amigo, gracias por todo lo que nos has documentado de la India hasta ahora. 👍🏼Dios te  bendiga.🙏🏼🙏🏼🙏🏼","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@visionrealtagm9159","@visionrealtagm9159","!😳Wou de verdad te admiro, tu capacidad de control, comunicación, tolerancia, etc., de solo ver el vídeo me desespera ver esos sitios tan rudos y esas personas tan arraigadas con sus creencias, mira que sumergirse en un río tan contaminado para purificarse 😨","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@ASYRYO","@ASYRYO","Oiga mi hermano usted tiene un estómago a prueba de todo...mi admiración y por favor cuídese mucho y apiádese de su sistema respiratorio o por lo menos dele algo de tregua. Un fuerte abrazo desde Perú.","1","0","1 day ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@gabrielgarciamontoya3553","@gabrielgarciamontoya3553","Bro que se siente uno levantarse por la mañana y darse cuenta que eres de los mejores youtubers del mundo? o sea, vos te miras al espejo y sonries y ya o que? que grande que sos, de colombia pal mundo","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Caribe777","@Caribe777","Saludos Juan. Necesito felicitarlo por su extraordinario trabajo  es una labor periodística profesional. Lo sigo ya hace dos años y disfruto mucho los viajes como muestra sus vivencias en fin pero déjeme decirle que estos videos de india me han impresionado tanto que he caído incluso en momentos de depresion 😞. Este lo tuve que pausar no podía seguir. Por favor cuídese fortalezca aún más su fortalecido sistema inmune es fuerte lo que usted vive,,, y nos hace reflexionar en el valor de lo que tenemos en fin quede en shock","1","0","23 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@noralopez9545","@noralopez9545","Como siempre, admirable tu estabilidad emocional y el respeto a las diferentes creencias. Saludos desde Argentina.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@carparra2971","@carparra2971","WOW, WOW, WOW... Mis respetos, tesoooo. Este video despertó tantas emociones, no me imagino estando ahí!","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Alfred-Energy253","@Alfred-Energy253","Esto es una locura toda estas creencias ...Gracias Don Juan..saludos a la abuela ❤","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@LeyliSierra-b1w","@LeyliSierra-b1w","Quede , sin palabras, tanta contaminación en esos países, las de las ratas,  , los desagües y en este ríos aire contaminados por cadáveres , etc no hay aire natural por ningún lado, gracias a Dios Juan tu estas solo de paso , una experiencia única Dios te siga bendiciendo es tus retos","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@TwoH98","@TwoH98","“El poder de la creencia” bastante para pensar sobre esa reflexión","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@alvaraing","@alvaraing","Increíble vídeo Juan. Me encanta como te comprometes con la cultura y muestras el debido respeto a sus tradiciones y costumbres. Definitivamente no es un lugar para todo, admiro tu valentía y sentido de apertura.","1","0","21 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@amaliaolivo1858","@amaliaolivo1858","Wooww, mi respeto  juan, tienes una manera de mostrar el mundo y sus crudas realidades con un respeto y seriedad increíble.
Cuidate Juan","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@lacaela","@lacaela","Es increíble lo dnámico y atemporal que es el mundo,  vivimos en un bucle de tiempo  donde todos hacemos cosas de un tenor paradójico impresionante!! Nunca me dejan de sorprender tus videos gracias por tanto! @PlanetaJuan","1","0","16 hours ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@DaysiJovel-b1l","@DaysiJovel-b1l","Solo de ver ese ambiente no dan ganas de ir . Que valor de Juan. Te admiro, gracias por darnos conocer esos lugares.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@ninfastelladominguezareval2644","@ninfastelladominguezareval2644","Gracias por mostrarme a dónde nunca quisiera ir","1","0","12 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@RubenVillarreal-x3w5l","@RubenVillarreal-x3w5l","Admiro tu Valentia Al meterse en esas tierras en esas aguas agradezco haber nacido en mexico","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@BMck-17","@BMck-17","Qué profesional eres la verdad, te admiro arriesgar tu salud al respirar. Ese uno caminar descalzo en esa agua es de mucho compromiso y amor por tu trabajo","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@marthasanchez2555","@marthasanchez2555","Lo felicito por tanta paciencia y valentía","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@MariaMorales-li8vw","@MariaMorales-li8vw","Creo que para ir a estos lugares. Se nesesita de verdad amar lo q ases d acer videos. 👋👏👍🙏","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@JuandTroya5408","@JuandTroya5408","Juan cómprate las Ray-Ban Meta para grabar","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@bichovago6585","@bichovago6585","Realmente Se Tiene Que Amar Lo Que Uno Hace Para Hacer Semejante Sacrificio . Gracias Totales  !","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@montserratmaciel6177","@montserratmaciel6177","Hay lugares que muestras y dan ganas de ir, pero este no, así que gracias por mostrar esto.","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@pardorozco","@pardorozco","Wooooo Juan. Que locura todo esto. Gracias por documentar esto tan importante para esa cultura.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Haruchemy","@Haruchemy","Tu capacidad de describir lo que ves sin demostrar desagrado es lo que te hace especial. Eres una persona muy comprensiva y sabia. Gracias por mostrar algo que por lo menos desde mi percepción parece absolutamente desagradable.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@slavicapejakovic2458","@slavicapejakovic2458","Lo haces con verdadera dignidad y seriedad, acercando esa realidad al resto del mundo y manteniéndote al margen. ¡Enhorabuena, gracias por el vídeo!","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@luisafernandamartinezfigue9181","@luisafernandamartinezfigue9181","Se imaginan que todos los viajeros fueran a Bogotá a un lado donde haya mucha suciedad y sea poco higiénico y peligroso y no vayan a ningún otro lado y se devuelvan a su país diciendo que no vayan a Colombia porque es sucio y peligroso, y no sería justo ya que Bogotá es muy grande y hay localidades muy limpias y un poco más seguras y sin olvidar de las ciudades de Medellín, Cali, Santa Marta, etc.Es juzgar un país entero por un pedacito. Y siento que eso es lo que pasa con India.  Lean un poco del norte en el Himalaya o de Sikkim. Eso también es India.","2","1","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@AliciaUrresta","@AliciaUrresta","Excelente vídeo. Gracias Juan por explicar tan bien esa cultura, sus tradiciones y esa espectacular narrativa que atrapa a seguir mirando tus videos. Saludos desde Colombia","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@raullarios6895","@raullarios6895","Gracias Juan por tan hermoso documental 👍👍👍👍👍👍","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@AlIv-du5po","@AlIv-du5po","Gracias Juan.....soy de Perú pero definitivamente estoy agradecido por tus documentales .que nos muestran diversas culturas tras las fronteras......que national geogragic...discovery chanenl.....etx etc...usted si que es bien berraco...saludos parcero desde lima","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@giselavelazquez8388","@giselavelazquez8388","Qué linda reflexión final. Tanto Pakistán como la India me han sorprendido mucho a través de tus videos; sin duda muy interesante y shockeante para una cultura tan diferente como la nuestra. Gracias Juan❤","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@mrcrab3359","@mrcrab3359","Juan apesar que he visto otro videos de ese lugar el tuyo me impacto fuiste y hasta el rio estaba crecido te felicito exelente video eres el mejor👍🏻👍🏻👍🏻","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@anatrinidadcorrea2887","@anatrinidadcorrea2887","Soy Católica 🙏 bien pudiera ser de cualquier otra religión en mi país Colombia! . Igual independientemente de pertenecer a uno u otro grupo religioso, al ver este video pienso: que Locura! Sin poder siquiera imaginar el sentir de estás personas. Gracias infinitas doy a mí Dios y señor por ser y estar en Colombia!! Bendiciones Juan","1","0","20 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@soniadasilva8411","@soniadasilva8411","Hola planeta Juan lo admiro  es un riesgo enorme a tu salud pero ahí estas 😂😂no me preocupa quemar al muerto me preocupa  el nivel de contaminación 😮😮 no iría jamás  Te agradezco que nos muestre la realidad de ese país Desde Uruguay 🇺🇾 América del Lo mejor para vos","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@pavelmanEC","@pavelmanEC","Amo Guayaquil, Quito, Ecuador en sí..... que gran bendición vivir en América Latina","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@ethelcanchila358","@ethelcanchila358","Eres tremendo Juan, como dijiste la India no es para todo el mundo y lastimosamente creo que no podría conocerla, me gusta la forma como relatas y el respeto que tienes hacia las personas, los lugares y culturas que visitas. ❤","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@malejavargas1244","@malejavargas1244","De ésta práctica admiro que ven el cuerpo humano como lo que realmente es: un envase por medio del cual interactuamos en éste plano, cuando la vida se termina ese cuerpo vuelve a la tierra ellos lo queman para purificar y liberar el alma sin que ese proceso tenga que ser una tragedia","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@liliavillarreal5186","@liliavillarreal5186","Le he dado like al vídeo por la infomación que nos da y el esfuerzo que le ha puesto en él, pero no es un tema agradable de ver. Tiene usted razón, hay que cambiar la forma de ver la vida ❤ 🖐️","1","0","23 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@valsmm","@valsmm","Demasiado de acuerdo con todos los comentarios donde nos sentimos afortunados de Nacer en cualquier lugar menos en India o Pakistán. Y más de acuerdo aún con lo increíbles que están siendo estos vídeos, el respeto, la forma con que Juan nos transmite toda esta información tan impresionante. Dios mío! De locos","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@elisavasquez4119","@elisavasquez4119","Segundo video crudo.  Qué  fuerte la realidad y la cultura de la India.
Saludos a la abuela 👵🏼! Chaolín 👋🏼!
Muchos saludos desde Lima,Perú 🤗❤️🙏🏼🇵🇪.","1","0","11 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@AntonioRojas-q6z9n","@AntonioRojas-q6z9n","Juan es un crack lo juro ERES EL MEJOR HERMANO, cuál otro youtuber va a esos lugares a mirar esas cosas todos los otros solo muestran lo bonito de cada país pero Juan te muestra las dos caras ERES EL MEJOR BRO ❤️ Dios te bendiga hoy mañana y siempre gracias por ilustrarme con tu inteligencia y enseñarme más de historias !!","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@alexb1457","@alexb1457","Definitivamente como UD dijo Juan, no es un lugar para todo el mundo. Prefiero una mil veces a mi Costa Rica. Pobre, humilde pero, pero para mí el lugar más hermoso del mundo. UD de verdad tiene un corazón de aventurero y valiente al haber estado ahí. Gracias por ese sacrificio!","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@liberal58","@liberal58","ING.Juan gracias por su objetividad,respeto y humildad ante las culturas de la India y Pakistán que nos producen todo un choque cultural!🙏🏼🙏🏼","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@solmaritzaramirez2389","@solmaritzaramirez2389","Dios santo 😢me enferme de ver esto lo veo y es increíble conseguir esa historia Jua mis respetos para usted adelante con tu canal Dios te guarde","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@abalthazar5858","@abalthazar5858","Juan, pero que pedazo de vídeo nos mostraste hoy ???
Definitivamente estos últimos han sido verdaderamente una joya ! Por todo lo mostrado !!! Contenido que nunca pensé que existiera. Lugares que me han impactado.
Eres por mucho, muchísimo el mejor YouTuber viajero !!! 
Ya estás en otro nivel, contenido digno de televisión, cine … 
Enhorabuena !!! 
Pero por supuesto like para ti 🙏🏻","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@yennydelKarmen","@yennydelKarmen","Yo viendo este video a las 4 de la mañana 🙉🙉 wao juan  mis respetos para usted, yo no pudiera ir a esos lugares, pero claro respeto mucho sus creencias y cultura. Feliz lunes","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Fatima-i2m3k","@Fatima-i2m3k","Planeta Juan, yo no creo que otros influencer hagan video como los tuyo, sinceramente yo pienso que tu videos deberián de otorgarle un premio nobel!","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@veraleroy1587","@veraleroy1587","Gracias por ir tan lejos.  Lastima que plataforma no te deja,  mostrar tal cual son todas las imágenes...😢 eso es, Censura","1","0","2 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@elkascoful","@elkascoful","Al ver tus videos realmente se siente como si estuviéramos ahí. Gracias Juan, se aprecia todo el trabajo que haces.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@juancamiloorozcoagredo2658","@juancamiloorozcoagredo2658","Hoy en día cualquier hombre (o mujer y más aún  si tiene buenos ""atributos"") que tenga una cámara de celular puede ser youtuber, pero que alcance esa calidad de documentación, narrativa y profesionalismo como lo hace Juan, no lo logra cualquiera.","1","0","13 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@Luna_xd-i9o","@Luna_xd-i9o","Vídeo como este me hacen amar mas a mi bella República Dominicana","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@mariorenecamargo367","@mariorenecamargo367","es increhible el poder de la ignoracia!!","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@wilsonparra5896","@wilsonparra5896","JUAN , EN ESE RIO DEBEN ASUSTAR.","2","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@luisalbertocabrera2918","@luisalbertocabrera2918","Que dificil es aceptar la diversidad cuando uno ve estas imagenes, realmente tus videos son tan realistas y explicitos que uno queda absorto ante ellas. Querido Juan, gracias por mostrarnos las realidades de otro lados, por mas diferentes que sean.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@sararecinos1113","@sararecinos1113","Juan te admiro mucho por ser tan profesional en lo que haces, esta serie sobre India me ha dejado impresionada y me paraliza verte caminar sobre esas calles.  Bendiciones para ti.","1","0","22 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@ruthericmorin5755","@ruthericmorin5755","Juan querido, hay que resaltar el respeto que tu haces en la narrative y contenido tan original. Dios te bendiga siempre, saludos a la abuela 👵🏼de otra abuela 👵🏼","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@esteritmosebailaasi1751","@esteritmosebailaasi1751","Valentia total, agradesco ver todo esto desde la comodidad de mi pantalla 😮","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@andreasallago2063","@andreasallago2063","Tremendo vídeo!!! Pensar que yo lo veía a Juan cuando hacía sus videos recorriendo su barrio en Canadá como has crecido, que nivel excelente has alcanzado","1","0","23 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@alexandragallego8476","@alexandragallego8476","Juaaaaannnnn😮😮😮 lleva por favor en tu mochila unas sandalias!!! Gracias por mostrarnos el mundo real a través de tu canal !","1","0","12 hours ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@luzamparolondonogiraldo9805","@luzamparolondonogiraldo9805","Que bella reflexión al final.❤😊 Gracias Juan","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@juancarlostaminezhidalgo5318","@juancarlostaminezhidalgo5318","Muchas gracias por enseñarnos las diferentes culturas del mundo. Excelente.","1","0","1 day ago",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@patriciasolisascencio4016","@patriciasolisascencio4016","Que valor Juan...mis admiración y respeto","1","0","1 day ago (edited)",""
"https://www.youtube.com/watch?v=uFVVo_YlKgw","https://www.youtube.com/@OrlandoRafaelChirinosArevalo","@OrlandoRafaelChirinosArevalo","Estas a otro Nivel, apenas he visto los primeros minutos del video, estoy impactado el nivel en el que estas, donde te has metido y lo que estas explorando, esto no se ve en cualquier canal","1","0","1 day ago",""
